chrom	start	end	section_genes
chrX	100075347	100075351	CSTF2
chrX	100075351	100095923	CSTF2
chrX	100095923	100096509	CSTF2
chrX	100096509	100098312	
chrX	100098312	100129334	NOX1
chrX	100129334	100168430	
chrX	100168430	100183898	XKRX
chrX	100183898	100224696	
chrX	100224696	100245820	ARL13A
chrX	100245820	100264333	
chrX	100264333	100307105	TRMT2B
chrX	100307105	100333835	
chrX	100333835	100351355	TMEM35A
chrX	100351355	100353170	
chrX	100353170	100354797	CENPI
chrX	100354797	100356046	CENPI
chrX	100356046	100396279	CENPI
chrX	100396279	100418662	CENPI
chrX	100418662	100474932	
chrX	100474932	100519485	DRP2
chrX	100519485	100523240	
chrX	100523240	100546325	TAF7L
chrX	100546325	100548059	TAF7L
chrX	100548059	100600643	
chrX	100600643	100603025	TIMM8A
chrX	100603025	100603708	TIMM8A
chrX	100603708	100603957	TIMM8A
chrX	100603957	100604434	
chrX	100604434	100641212	BTK
chrX	100641212	100645784	BTK
chrX	100645784	100645877	
chrX	100645877	100648840	RPL36A,RPL36A-HNRNPH2
chrX	100648840	100651142	RPL36A,RPL36A-HNRNPH2
chrX	100651142	100652778	RPL36A-HNRNPH2
chrX	100652778	100663001	RPL36A-HNRNPH2,GLA
chrX	100663001	100663120	RPL36A-HNRNPH2
chrX	100663120	100669128	RPL36A-HNRNPH2,HNRNPH2
chrX	100669128	100673250	
chrX	100673250	100740240	ARMCX4
chrX	100740240	100743030	ARMCX4
chrX	100743030	100750798	ARMCX4
chrX	100750798	100771939	ARMCX4
chrX	100771939	100790975	ARMCX4
chrX	100790975	100805513	
chrX	100805513	100809675	ARMCX1
chrX	100809675	100870107	
chrX	100870107	100872991	ARMCX6
chrX	100872991	100878119	
chrX	100878119	100878350	ARMCX3
chrX	100878350	100882831	ARMCX3
chrX	100882831	100910267	
chrX	100910267	100914876	ARMCX2
chrX	100914876	101087084	
chrX	101087084	101112549	NXF5
chrX	101112549	101137259	
chrX	101137259	101187039	ZMAT1
chrX	101187039	101380659	
chrX	101380659	101382684	TCEAL2
chrX	101382684	101394932	
chrX	101394932	101397388	TCEAL6
chrX	101397388	101408678	
chrX	101408678	101410762	BEX5
chrX	101410762	101410986	BEX5
chrX	101410986	101470279	
chrX	101470279	101481785	TCP11X2
chrX	101481785	101502093	
chrX	101502093	101581634	NXF2,NXF2B
chrX	101581634	101615315	
chrX	101615315	101694929	NXF2,NXF2B
chrX	101694929	101715239	
chrX	101715239	101726732	TCP11X2
chrX	101726732	101768609	
chrX	101768609	101771699	TMSB15A
chrX	101771699	101804892	
chrX	101804892	101826621	NXF4
chrX	101826621	101854095	
chrX	101854095	101854275	ARMCX5
chrX	101854275	101854425	ARMCX5,ARMCX5-GPRASP2
chrX	101854425	101859085	ARMCX5,ARMCX5-GPRASP2
chrX	101859085	101906293	ARMCX5-GPRASP2
chrX	101906293	101906328	ARMCX5-GPRASP2,GPRASP1
chrX	101906328	101914010	ARMCX5-GPRASP2,GPRASP1
chrX	101914010	101914864	ARMCX5-GPRASP2
chrX	101914864	101966977	ARMCX5-GPRASP2
chrX	101966977	101967103	ARMCX5-GPRASP2
chrX	101967103	101967767	ARMCX5-GPRASP2,GPRASP2
chrX	101967767	101972661	ARMCX5-GPRASP2,GPRASP2
chrX	101972661	101975641	ARMCX5-GPRASP2
chrX	101975641	101979789	ARMCX5-GPRASP2,BHLHB9
chrX	101979789	102000906	ARMCX5-GPRASP2,BHLHB9
chrX	102000906	102007369	ARMCX5-GPRASP2,BHLHB9
chrX	102007369	102008468	ARMCX5-GPRASP2
chrX	102008468	102024080	ARMCX5-GPRASP2
chrX	102024080	102141699	ARMCX5-GPRASP2,LINC00630
chrX	102141699	102163032	ARMCX5-GPRASP2,LINC00630
chrX	102163032	102192199	LINC00630
chrX	102192199	102193228	RAB40AL,LINC00630
chrX	102193228	102219450	LINC00630
chrX	102219450	102317580	
chrX	102317580	102319168	BEX1
chrX	102319168	102330749	
chrX	102330749	102348022	NXF3
chrX	102348022	102470019	
chrX	102470019	102472128	BEX4
chrX	102472128	102507922	
chrX	102507922	102510121	TCEAL8
chrX	102510121	102528617	
chrX	102528617	102531797	TCEAL5
chrX	102531797	102564273	
chrX	102564273	102565883	BEX2
chrX	102565883	102565938	BEX2
chrX	102565938	102565974	BEX2
chrX	102565974	102585113	
chrX	102585113	102587254	TCEAL7
chrX	102587254	102611379	
chrX	102611379	102613397	TCEAL9
chrX	102613397	102631250	
chrX	102631250	102632108	BEX3
chrX	102632108	102633092	BEX3
chrX	102633092	102754680	
chrX	102754680	102774417	RAB40A
chrX	102774417	102785694	
chrX	102785694	102809881	LOC105373300
chrX	102809881	102831158	
chrX	102831158	102840412	TCEAL4
chrX	102840412	102842664	TCEAL4
chrX	102842664	102862833	
chrX	102862833	102864855	TCEAL3
chrX	102864855	102883647	
chrX	102883647	102883891	TCEAL1
chrX	102883891	102885876	TCEAL1
chrX	102885876	102930425	
chrX	102930425	102941746	MORF4L2
chrX	102941746	102942211	MORF4L2
chrX	102942211	102943086	MORF4L2,MORF4L2-AS1
chrX	102943086	102947484	MORF4L2-AS1
chrX	102947484	102962271	
chrX	102962271	102965836	GLRA4
chrX	102965836	102968960	GLRA4,TMEM31
chrX	102968960	102973501	GLRA4
chrX	102973501	102983552	GLRA4
chrX	102983552	103031251	
chrX	103031251	103031433	RAB9B
chrX	103031433	103031720	PLP1,RAB9B
chrX	103031720	103031780	PLP1,RAB9B
chrX	103031780	103047547	PLP1,RAB9B
chrX	103047547	103077251	RAB9B
chrX	103077251	103087212	RAB9B
chrX	103087212	103136650	
chrX	103136650	103172004	LOC100128594
chrX	103172004	103173478	LOC100128594
chrX	103173478	103174131	TMSB15B,LOC100128594
chrX	103174131	103217169	TMSB15B
chrX	103217169	103220563	TMSB15B
chrX	103220563	103229008	TMSB15B
chrX	103229008	103230501	
chrX	103230501	103232935	H2BFXP,LOC100101478
chrX	103232935	103265718	
chrX	103265718	103268259	H2BFWT
chrX	103268259	103294515	
chrX	103294515	103297021	H2BFM
chrX	103297021	103315068	
chrX	103315068	103317502	H2BFXP,LOC100101478
chrX	103317502	103343897	
chrX	103343897	103357216	SLC25A53
chrX	103357216	103360538	SLC25A53,ZCCHC18
chrX	103360538	103366999	SLC25A53
chrX	103366999	103369317	LOC286437,SLC25A53
chrX	103369317	103401708	SLC25A53
chrX	103401708	103411155	
chrX	103411155	103440582	FAM199X
chrX	103440582	103494718	
chrX	103494718	103499599	ESX1
chrX	103499599	103810995	
chrX	103810995	104463610	IL1RAPL2
chrX	104463610	104465377	IL1RAPL2,TEX13A
chrX	104465377	105011822	IL1RAPL2
chrX	105011822	105066535	
chrX	105066535	105202602	NRK
chrX	105202602	105277189	
chrX	105277189	105282718	SERPINA7
chrX	105282718	105412297	
chrX	105412297	105452949	MUM1L1
chrX	105452949	105855159	
chrX	105855159	105883043	CXorf57
chrX	105883043	105883126	MIR548AN,CXorf57
chrX	105883126	105922673	CXorf57
chrX	105922673	105937067	
chrX	105937067	105969893	RNF128
chrX	105969893	106040246	RNF128
chrX	106040246	106045918	
chrX	106045918	106093063	TBC1D8B
chrX	106093063	106119377	TBC1D8B
chrX	106119377	106143292	
chrX	106143292	106143393	RIPPLY1
chrX	106143393	106146561	RIPPLY1,CLDN2
chrX	106146561	106161589	CLDN2
chrX	106161589	106163605	CLDN2
chrX	106163605	106174091	CLDN2
chrX	106174091	106183963	
chrX	106183963	106243474	MORC4
chrX	106243474	106305117	
chrX	106305117	106361815	RBM41
chrX	106361815	106362057	RBM41
chrX	106362057	106366656	
chrX	106366656	106449670	NUP62CL
chrX	106449670	106449861	
chrX	106449861	106487473	PIH1D3
chrX	106487473	106756212	
chrX	106756212	106765679	FRMPD3-AS1
chrX	106765679	106789051	FRMPD3,FRMPD3-AS1
chrX	106789051	106848481	FRMPD3
chrX	106848481	106871653	
chrX	106871653	106894256	PRPS1
chrX	106894256	106956451	
chrX	106956451	106959711	TSC22D3
chrX	106959711	106960291	TSC22D3
chrX	106960291	107019017	TSC22D3
chrX	107019017	107019218	TSC22D3
chrX	107019218	107020962	
chrX	107020962	107039007	NCBP2L
chrX	107039007	107069083	
chrX	107069083	107137826	MID2
chrX	107137826	107174867	MID2,LOC101928335
chrX	107174867	107179210	LOC101928335
chrX	107179210	107224093	
chrX	107224093	107225600	TEX13B
chrX	107225600	107288199	
chrX	107288199	107322414	VSIG1
chrX	107322414	107327434	
chrX	107327434	107334874	PSMD10
chrX	107334874	107334896	
chrX	107334896	107397901	ATG4A
chrX	107397901	107398836	
chrX	107398836	107681660	COL4A6
chrX	107681660	107682727	COL4A6
chrX	107682727	107683073	
chrX	107683073	107940775	COL4A5
chrX	107940775	107975726	
chrX	107975726	107979607	IRS4
chrX	107979607	107979769	
chrX	107979769	107982133	LOC101928358
chrX	107982133	108297771	
chrX	108297771	108297820	MIR6087
chrX	108297820	108616134	
chrX	108616134	108725285	GUCY2F
chrX	108725285	108779009	
chrX	108779009	108780058	NXT2
chrX	108780058	108780346	NXT2
chrX	108780346	108787927	NXT2
chrX	108787927	108866928	
chrX	108866928	108868397	KCNE5
chrX	108868397	108884558	
chrX	108884558	108884563	ACSL4
chrX	108884563	108976621	ACSL4
chrX	108976621	108976632	ACSL4
chrX	108976632	109113629	
chrX	109113629	109113681	MIR4454
chrX	109113681	109245862	
chrX	109245862	109246341	TMEM164
chrX	109246341	109298556	TMEM164
chrX	109298556	109298654	MIR652,TMEM164
chrX	109298654	109325345	TMEM164
chrX	109325345	109325446	MIR3978,TMEM164
chrX	109325446	109421016	TMEM164
chrX	109421016	109427460	TMEM164
chrX	109427460	109437413	
chrX	109437413	109468216	AMMECR1
chrX	109468216	109468288	AMMECR1,SNORD96B
chrX	109468288	109561380	AMMECR1
chrX	109561380	109662284	AMMECR1
chrX	109662284	109683461	AMMECR1,RTL9
chrX	109683461	109699562	RTL9
chrX	109699562	109763539	
chrX	109763539	109766249	TDGF1P3
chrX	109766249	109917083	
chrX	109917083	110039076	CHRDL1
chrX	110039076	110039286	CHRDL1
chrX	110039286	110187468	
chrX	110187468	110339369	PAK3
chrX	110339369	110346386	PAK3
chrX	110346386	110366304	PAK3
chrX	110366304	110372433	PAK3
chrX	110372433	110470589	PAK3
chrX	110470589	110488326	
chrX	110488326	110513774	CAPN6
chrX	110513774	110537006	
chrX	110537006	110654374	DCX
chrX	110654374	110655419	DCX
chrX	110655419	110655460	DCX
chrX	110655460	110754889	
chrX	110754889	110765627	SERTM2
chrX	110765627	110924345	
chrX	110924345	110924397	ALG13
chrX	110924397	110924884	ALG13
chrX	110924884	110932027	ALG13
chrX	110932027	111003875	ALG13
chrX	111003875	111017541	
chrX	111017541	111119278	TRPC5
chrX	111119278	111119427	TRPC5,TRPC5OS
chrX	111119427	111125124	TRPC5,TRPC5OS
chrX	111125124	111147213	TRPC5,TRPC5OS
chrX	111147213	111326004	TRPC5
chrX	111326004	111326252	
chrX	111326252	111700473	RTL4
chrX	111700473	111873878	
chrX	111873878	111923375	LHFPL1
chrX	111923375	112018104	
chrX	112018104	112023945	AMOT
chrX	112023945	112024016	MIR4329,AMOT
chrX	112024016	112066354	AMOT
chrX	112066354	112084043	AMOT
chrX	112084043	112285954	
chrX	112285954	112763885	LOC101928437
chrX	112763885	112859586	
chrX	112859586	113181506	XACT
chrX	113181506	113818550	
chrX	113818550	113865258	HTR2C
chrX	113865258	113865386	SNORA35,HTR2C
chrX	113865386	113873917	HTR2C
chrX	113873917	113874002	MIR764,HTR2C
chrX	113874002	113886018	HTR2C
chrX	113886018	113886098	MIR1912,HTR2C
chrX	113886098	113887129	HTR2C
chrX	113887129	113887198	HTR2C,MIR1264
chrX	113887198	113949649	HTR2C
chrX	113949649	113949761	MIR1298,HTR2C
chrX	113949761	113997743	HTR2C
chrX	113997743	113997823	MIR1911,HTR2C
chrX	113997823	114058016	HTR2C
chrX	114058016	114058127	MIR448,HTR2C
chrX	114058127	114144624	HTR2C
chrX	114144624	114238537	
chrX	114238537	114252207	IL13RA2
chrX	114252207	114345182	
chrX	114345182	114360878	LRCH2
chrX	114360878	114361005	SNORA35B,LRCH2
chrX	114361005	114423962	LRCH2
chrX	114423962	114427431	RBMXL3,LRCH2
chrX	114427431	114468635	LRCH2
chrX	114468635	114524282	
chrX	114524282	114542123	LUZP4
chrX	114542123	114752496	
chrX	114752496	114795176	PLS3-AS1
chrX	114795176	114797058	PLS3,PLS3-AS1
chrX	114797058	114827818	PLS3
chrX	114827818	114885179	PLS3
chrX	114885179	114956728	
chrX	114956728	114957296	DANT2
chrX	114957296	115021860	DANT2,DANT1
chrX	115021860	115033603	DANT2
chrX	115033603	115085444	DANT2
chrX	115085444	115301957	
chrX	115301957	115306225	AGTR2
chrX	115306225	115567746	
chrX	115567746	115592625	SLC6A14
chrX	115592625	115592852	
chrX	115592852	115594194	CT83
chrX	115594194	115944898	
chrX	115944898	115951828	LOC100126447
chrX	115951828	117031775	
chrX	117031775	117107701	KLHL13
chrX	117107701	117107760	KLHL13
chrX	117107760	117119376	KLHL13
chrX	117119376	117250828	KLHL13
chrX	117250828	117251303	KLHL13
chrX	117251303	117480035	
chrX	117480035	117520356	WDR44
chrX	117520356	117520434	MIR1277,WDR44
chrX	117520434	117583923	WDR44
chrX	117583923	117629871	
chrX	117629871	117820123	DOCK11
chrX	117820123	117861558	
chrX	117861558	117928496	IL13RA1
chrX	117928496	117957705	
chrX	117957705	117960936	ZCCHC12
chrX	117960936	117973518	
chrX	117973518	118015977	LINC01285
chrX	118015977	118108576	
chrX	118108576	118110294	LONRF3
chrX	118110294	118152318	LONRF3
chrX	118152318	118212597	
chrX	118212597	118284542	KIAA1210
chrX	118284542	118370207	
chrX	118370207	118378429	PGRMC1
chrX	118378429	118425491	
chrX	118425491	118469573	LOC101928336
chrX	118469573	118533257	
chrX	118533257	118588437	SLC25A43
chrX	118588437	118599995	
chrX	118599995	118600386	SLC25A5-AS1
chrX	118600386	118602225	SLC25A5-AS1
chrX	118602225	118602362	SLC25A5-AS1
chrX	118602362	118603061	SLC25A5,SLC25A5-AS1
chrX	118603061	118603083	SLC25A5,SLC25A5-AS1
chrX	118603083	118605359	SLC25A5
chrX	118605359	118672111	
chrX	118672111	118699372	CXorf56
chrX	118699372	118699397	CXorf56
chrX	118699397	118708429	
chrX	118708429	118718392	UBE2A
chrX	118718392	118722299	
chrX	118722299	118727113	NKRF
chrX	118727113	118739846	NKRF
chrX	118739846	118749687	
chrX	118749687	118750908	6-Sep
chrX	118750908	118780700	6-Sep
chrX	118780700	118780811	6-Sep,MIR766
chrX	118780811	118827333	6-Sep
chrX	118827333	118892575	
chrX	118892575	118894165	SOWAHD
chrX	118894165	118920466	
chrX	118920466	118921315	RPL39
chrX	118921315	118921447	SNORA69,RPL39
chrX	118921447	118925622	RPL39
chrX	118925622	118967988	
chrX	118967988	118986991	UPF3B
chrX	118986991	119004494	
chrX	119004494	119005733	RNF113A
chrX	119005733	119005791	RNF113A,NDUFA1
chrX	119005791	119010629	NDUFA1
chrX	119010629	119029935	
chrX	119029935	119037620	AKAP14
chrX	119037620	119054679	AKAP14
chrX	119054679	119059012	
chrX	119059012	119077735	NKAP
chrX	119077735	119144673	
chrX	119144673	119149508	RHOXF1P1
chrX	119149508	119170200	
chrX	119170200	119206228	RHOXF1-AS1
chrX	119206228	119211658	RHOXF2B,RHOXF2,RHOXF1-AS1
chrX	119211658	119211707	RHOXF2,RHOXF1-AS1
chrX	119211707	119243010	RHOXF1-AS1
chrX	119243010	119249847	RHOXF1,RHOXF1-AS1
chrX	119249847	119251551	RHOXF1-AS1
chrX	119251551	119253610	LINC01402,RHOXF1-AS1
chrX	119253610	119280761	RHOXF1-AS1
chrX	119280761	119292466	
chrX	119292466	119292515	RHOXF2
chrX	119292515	119297945	RHOXF2B,RHOXF2
chrX	119297945	119370308	
chrX	119370308	119379122	NKAPP1
chrX	119379122	119384606	
chrX	119384606	119384609	ZBTB33
chrX	119384609	119392251	ZBTB33
chrX	119392251	119392504	
chrX	119392504	119445391	TMEM255A
chrX	119445391	119495939	
chrX	119495939	119517104	ATP1B4
chrX	119517104	119560002	
chrX	119560002	119570348	LAMP2
chrX	119570348	119603204	LAMP2
chrX	119603204	119658445	
chrX	119658445	119694817	CUL4B
chrX	119694817	119695398	CUL4B
chrX	119695398	119709684	CUL4B
chrX	119709684	119737743	
chrX	119737743	119738551	MCTS1
chrX	119738551	119755016	MCTS1
chrX	119755016	119759528	
chrX	119759528	119764005	C1GALT1C1
chrX	119764005	120006451	
chrX	120006451	120009779	CT47B1
chrX	120009779	120011344	
chrX	120011344	120066151	CT47A3,CT47A5,CT47A9,CT47A2,CT47A4,CT47A1,CT47A11,CT47A12,CT47A8,CT47A10
chrX	120066151	120067694	
chrX	120067694	120071012	CT47A3,CT47A5,CT47A9,CT47A2,CT47A4,CT47A1,CT47A6,CT47A11,CT47A8,CT47A10,CT47A12
chrX	120071012	120072555	
chrX	120072555	120075873	CT47A3,CT47A5,CT47A9,CT47A2,CT47A4,CT47A1,CT47A6,CT47A11,CT47A8,CT47A10,CT47A12
chrX	120075873	120077415	
chrX	120077415	120080733	CT47A3,CT47A5,CT47A9,CT47A2,CT47A4,CT47A1,CT47A6,CT47A11,CT47A8,CT47A10,CT47A12
chrX	120080733	120082276	
chrX	120082276	120085594	CT47A3,CT47A5,CT47A9,CT47A2,CT47A4,CT47A1,CT47A6,CT47A11,CT47A8,CT47A10,CT47A12
chrX	120085594	120087136	
chrX	120087136	120090454	CT47A7
chrX	120090454	120092019	
chrX	120092019	120095337	CT47A1,CT47A6
chrX	120095337	120096880	CT47A1
chrX	120096880	120100198	CT47A3,CT47A5,CT47A9,CT47A2,CT47A4,CT47A1,CT47A6,CT47A11,CT47A8,CT47A10,CT47A12
chrX	120100198	120101740	
chrX	120101740	120105058	CT47A3,CT47A5,CT47A9,CT47A2,CT47A4,CT47A1,CT47A6,CT47A11,CT47A8,CT47A10,CT47A12
chrX	120105058	120106600	
chrX	120106600	120109918	CT47A3,CT47A5,CT47A9,CT47A2,CT47A4,CT47A1,CT47A6,CT47A11,CT47A8,CT47A10,CT47A12
chrX	120109918	120111460	
chrX	120111460	120114778	CT47A3,CT47A5,CT47A9,CT47A4,CT47A1,CT47A6,CT47A11,CT47A2,CT47A8,CT47A10,CT47A12
chrX	120114778	120116320	
chrX	120116320	120119638	CT47A1,CT47A6
chrX	120119638	120181461	
chrX	120181461	120183796	GLUD2
chrX	120183796	120504825	
chrX	120504825	120504907	MIR3672
chrX	120504907	122318095	
chrX	122318095	122338533	GRIA3
chrX	122338533	122624766	GRIA3
chrX	122624766	122734411	
chrX	122734411	122866904	THOC2
chrX	122866904	122993661	
chrX	122993661	122994016	XIAP
chrX	122994016	123047829	XIAP
chrX	123047829	123093082	
chrX	123093082	123094409	LOC101928402
chrX	123094409	123095161	STAG2,LOC101928402
chrX	123095161	123095191	STAG2,LOC101928402
chrX	123095191	123095555	STAG2
chrX	123095555	123236505	STAG2
chrX	123236505	123466509	
chrX	123466509	123470712	TEX13D
chrX	123470712	123480131	
chrX	123480131	123507010	SH2D1A
chrX	123507010	123509755	
chrX	123509755	124097666	TENM1
chrX	124097666	124453719	
chrX	124453719	124459063	TEX13C
chrX	124459063	125243744	
chrX	125243744	125249545	LOC101928495
chrX	125249545	125297481	
chrX	125297481	125300080	DCAF12L2
chrX	125300080	125683365	
chrX	125683365	125686842	DCAF12L1
chrX	125686842	125953746	
chrX	125953746	125955768	PRR32
chrX	125955768	127184940	
chrX	127184940	127186382	ACTRT1
chrX	127186382	128580477	
chrX	128580477	128657482	SMARCA1
chrX	128657482	128674231	
chrX	128674231	128674251	OCRL
chrX	128674251	128726530	OCRL
chrX	128726530	128726537	OCRL
chrX	128726537	128779235	
chrX	128779235	128788933	APLN
chrX	128788933	128872945	
chrX	128872945	128903525	XPNPEP2
chrX	128903525	128913891	
chrX	128913891	128929176	SASH3
chrX	128929176	128937263	
chrX	128937263	128977561	ZDHHC9
chrX	128977561	128977910	ZDHHC9
chrX	128977910	129040096	
chrX	129040096	129063738	UTP14A
chrX	129063738	129139163	
chrX	129139163	129192058	BCORL1
chrX	129192058	129198894	
chrX	129198894	129244475	ELF4
chrX	129244475	129244688	ELF4
chrX	129244688	129263337	
chrX	129263337	129272015	AIFM1
chrX	129272015	129299861	AIFM1
chrX	129299861	129305772	
chrX	129305772	129318844	RAB33A
chrX	129318844	129336672	
chrX	129336672	129402922	ZNF280C
chrX	129402922	129473861	
chrX	129473861	129507335	SLC25A14
chrX	129507335	129518318	
chrX	129518318	129519511	GPR119
chrX	129519511	129535922	
chrX	129535922	129547630	RBMX2
chrX	129547630	129628914	
chrX	129628914	129631421	FAM45BP
chrX	129631421	129757356	
chrX	129757356	129936609	ENOX2
chrX	129936609	129940372	ENOX2,LOC105373338
chrX	129940372	130037291	ENOX2
chrX	130037291	130150442	
chrX	130150442	130192120	LINC01201
chrX	130192120	130192215	
chrX	130192215	130216408	ARHGAP36
chrX	130216408	130223857	ARHGAP36
chrX	130223857	130223859	ARHGAP36
chrX	130223859	130407482	
chrX	130407482	130418139	IGSF1
chrX	130418139	130423035	IGSF1
chrX	130423035	130423403	IGSF1
chrX	130423403	130678047	
chrX	130678047	130678974	OR13H1
chrX	130678974	130825555	
chrX	130825555	130836677	FIRRE
chrX	130836677	130964671	FIRRE
chrX	130964671	131157244	
chrX	131157244	131157635	STK26
chrX	131157635	131209971	STK26
chrX	131209971	131211013	
chrX	131211013	131211020	FRMD7
chrX	131211020	131262048	FRMD7
chrX	131262048	131262050	FRMD7
chrX	131262050	131337051	
chrX	131337051	131352189	RAP2C
chrX	131352189	131352534	RAP2C
chrX	131352534	131353508	RAP2C-AS1,RAP2C
chrX	131353508	131503342	RAP2C-AS1
chrX	131503342	131547603	RAP2C-AS1,MBNL3
chrX	131547603	131547636	RAP2C-AS1,MBNL3
chrX	131547636	131566839	RAP2C-AS1,MBNL3
chrX	131566839	131573718	MBNL3
chrX	131573718	131623996	MBNL3
chrX	131623996	131760037	
chrX	131760037	131801669	HS6ST2
chrX	131801669	131803915	HS6ST2,HS6ST2-AS1
chrX	131803915	132095423	HS6ST2
chrX	132095423	132159506	
chrX	132159506	132162300	USP26
chrX	132162300	132350696	
chrX	132350696	132352376	TFDP3
chrX	132352376	132435063	
chrX	132435063	132549205	GPC4
chrX	132549205	132669775	
chrX	132669775	133031469	GPC3
chrX	133031469	133031948	GPC3,GPC3-AS1
chrX	133031948	133119673	GPC3
chrX	133119673	133303407	
chrX	133303407	133303482	MIR363
chrX	133303482	133303567	
chrX	133303567	133303642	MIR92A2
chrX	133303642	133303700	
chrX	133303700	133303796	MIR19B2
chrX	133303796	133303838	
chrX	133303838	133303907	MIR20B
chrX	133303907	133304070	
chrX	133304070	133304141	MIR18B
chrX	133304141	133304227	
chrX	133304227	133304308	MIR106A
chrX	133304308	133371242	
chrX	133371242	133380237	CCDC160
chrX	133380237	133507341	
chrX	133507341	133549321	PHF6
chrX	133549321	133562822	PHF6
chrX	133562822	133594174	
chrX	133594174	133634698	HPRT1
chrX	133634698	133674214	
chrX	133674214	133674292	MIR450B
chrX	133674292	133674370	
chrX	133674370	133674461	MIR450A1
chrX	133674461	133674537	
chrX	133674537	133674637	MIR450A2
chrX	133674637	133675370	
chrX	133675370	133675467	MIR542
chrX	133675467	133677406	
chrX	133677406	133680357	MIR503HG
chrX	133680357	133680428	MIR503,MIR503HG
chrX	133680428	133680643	MIR503HG
chrX	133680643	133680660	MIR424,MIR503HG
chrX	133680660	133680741	MIR424
chrX	133680741	133684053	
chrX	133684053	133694428	LINC00629
chrX	133694428	133699872	
chrX	133699872	133792513	PLAC1
chrX	133792513	133867666	PLAC1
chrX	133867666	133898352	PLAC1
chrX	133898352	133903595	
chrX	133903595	133930385	FAM122B
chrX	133930385	133930442	FAM122B
chrX	133930442	133931262	FAM122C,FAM122B
chrX	133931262	133941204	FAM122C
chrX	133941204	133941222	FAM122C
chrX	133941222	133945211	FAM122C
chrX	133945211	133957015	FAM122C
chrX	133957015	133988641	FAM122C
chrX	133988641	134021655	
chrX	134021655	134049374	MOSPD1
chrX	134049374	134083578	
chrX	134083578	134087411	LINC02243
chrX	134087411	134124967	
chrX	134124967	134126503	SMIM10
chrX	134126503	134154533	
chrX	134154533	134156566	RTL8B
chrX	134156566	134166332	
chrX	134166332	134167575	RTL8C
chrX	134167575	134184962	
chrX	134184962	134186221	RTL8A
chrX	134186221	134229014	
chrX	134229014	134232664	SMIM10L2B
chrX	134232664	134252881	
chrX	134252881	134254454	ETDB
chrX	134254454	134254548	
chrX	134254548	134257529	SMIM10L2B-AS1
chrX	134257529	134290460	
chrX	134290460	134305751	CT55
chrX	134305751	134382535	
chrX	134382535	134386008	ZNF75D
chrX	134386008	134387530	ETDA,ZNF75D
chrX	134387530	134419718	ZNF75D
chrX	134419718	134429965	ZNF75D
chrX	134429965	134443405	ZNF75D
chrX	134443405	134443585	ZNF75D,ETDC
chrX	134443585	134478012	ZNF75D
chrX	134478012	134478695	
chrX	134478695	134497338	ZNF449
chrX	134497338	134530353	
chrX	134530353	134531672	LOC100506790
chrX	134531672	134555857	
chrX	134555857	134561999	SMIM10L2A
chrX	134561999	134654007	
chrX	134654007	134654550	INTS6L-AS1
chrX	134654550	134654599	INTS6L,INTS6L-AS1
chrX	134654599	134716460	INTS6L
chrX	134716460	134812380	
chrX	134812380	134819809	SAGE2P
chrX	134819809	134847184	
chrX	134847184	134847385	CT45A1
chrX	134847385	134856984	CT45A7,CT45A1
chrX	134856984	134866213	CT45A1
chrX	134866213	134866414	CT45A6,CT45A8,CT45A1,CT45A2,CT45A9,CT45A5
chrX	134866414	134874244	CT45A6,CT45A8,CT45A7,CT45A2,CT45A1,CT45A9,CT45A5
chrX	134874244	134874248	CT45A6,CT45A8,CT45A1,CT45A2,CT45A9,CT45A5
chrX	134874248	134874249	CT45A8,CT45A1,CT45A2,CT45A9,CT45A5
chrX	134874249	134874561	CT45A5,CT45A1,CT45A9
chrX	134874561	134874608	CT45A1,CT45A9
chrX	134874608	134883487	CT45A1
chrX	134883487	134883688	CT45A6,CT45A3,CT45A1
chrX	134883688	134891515	CT45A6,CT45A3,CT45A7,CT45A1
chrX	134891515	134891519	CT45A6,CT45A3,CT45A1
chrX	134891519	134891539	CT45A1
chrX	134891539	134945650	
chrX	134945650	134953901	CT45A10
chrX	134953901	134963218	CT45A10
chrX	134963218	134971043	CT45A10,CT45A7
chrX	134971043	134975579	CT45A10
chrX	134975579	134975784	
chrX	134975784	134995220	SAGE1
chrX	134995220	135042746	
chrX	135042746	135056222	MMGT1
chrX	135056222	135067582	
chrX	135067582	135067585	SLC9A6
chrX	135067585	135129428	SLC9A6
chrX	135129428	135228860	
chrX	135228860	135229558	FHL1
chrX	135229558	135230736	FHL1
chrX	135230736	135251454	FHL1
chrX	135251454	135251795	FHL1
chrX	135251795	135278912	FHL1
chrX	135278912	135279054	FHL1
chrX	135279054	135293518	FHL1
chrX	135293518	135295378	
chrX	135295378	135298973	MAP7D3
chrX	135298973	135333738	MAP7D3
chrX	135333738	135338641	MAP7D3
chrX	135338641	135383121	
chrX	135383121	135499047	ADGRG4
chrX	135499047	135570124	
chrX	135570124	135574598	BRS3
chrX	135574598	135579237	
chrX	135579237	135579670	HTATSF1
chrX	135579670	135594503	HTATSF1
chrX	135594503	135614310	
chrX	135614310	135633036	VGLL1
chrX	135633036	135633119	MIR934,VGLL1
chrX	135633119	135638966	VGLL1
chrX	135638966	135721701	
chrX	135721701	135724588	LINC00892
chrX	135724588	135730335	
chrX	135730335	135742549	CD40LG
chrX	135742549	135747711	
chrX	135747711	135849551	ARHGEF6
chrX	135849551	135863503	ARHGEF6
